Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-48191100119,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,68037,36,1133.64,36.0
INV-48190100002,2022-06-08,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,40071,12,135.0,9.0
INV-48166800022,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19228,6,324.0,10.5
INV-48191100201,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,dv spirits llc,927372,6,103.5,4.5
INV-48400100050,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,26665,3,61.89,2.25
INV-48369900064,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,30238,6,94.44,10.5
INV-48216600018,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,CAMPARI AMERICA,64636,1,25.5,0.75
INV-48400000005,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,5430,1,75.0,0.75
INV-48195100189,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,69611,3,38.97,2.25
INV-48195100123,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,mhw ltd,42242,4,62.96,3.0
INV-48195100122,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,41694,5,56.25,5.0
INV-48388800148,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77709,12,148.56,9.0
INV-48195000003,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,william grant & sons inc,5006,,81.0,1.5
INV-48400100099,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,constellation brands inc,36482,4,30.0,1.5
INV-48376000020,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,89846,6,225.0,4.5
INV-48275200086,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,moet hennessy usa,5103,6,238.44,4.5
INV-48195100175,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,63311,,39.0,1.5
INV-48415000067,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,89470,1,32.25,1.75
INV-48415000071,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,52582,3,32.58,2.25
INV-48400100002,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,10628,2,43.5,3.5
INV-48389900033,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,64866,12,162.0,9.0
INV-48176500099,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,28279,12,198.0,9.0
INV-48477700019,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,88540,5,101.25,3.75
INV-48367700100,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,80023,,15.6,0.75
INV-48166800029,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,27026,,96.72,3.0
INV-48281600018,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411a,diageo americas,17088,6,260.94,10.5
INV-48160200016,2022-06-08,HY-VEE #4 / WDM,50265,LUXCO INC,21215,6,99.0,4.5
INV-48400100173,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,"mast-jagermeister us, inc",65256,,86.12,3.0
INV-48281600067,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,"trust me vodka, inc.",38221,,153.0,4.5
INV-48400100195,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,78071,3,37.14,2.25
INV-48195100023,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,17956,3,38.25,2.25
INV-48166800035,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,william grant & sons inc,28628,6,324.0,10.5
INV-48414900008,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,75210,6,90.0,4.5
INV-48195100177,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,64011,,44.97,2.25
INV-48414500002,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,26828,30,1427.4,52.5
INV-48216600088,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,54647,3,28.71,3.0
INV-48400100201,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,81406,3,36.0,2.25
INV-48191100181,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82867,84,992.04,84.0
INV-48400100191,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,77779,2,61.5,3.5
INV-48176500143,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,42716,12,152.88,9.0
INV-48169600038,2022-06-08,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,11776,12,94.2,9.0
INV-48161000059,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,21597,12,88.92,12.0
INV-48484400067,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43136,3,37.17,2.25
INV-48216600068,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,28893,1,21.0,0.75
INV-48367700014,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PHILLIPS BEVERAGE,42009,12,207.0,21.0
INV-48281600023,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,hotaling & co,18613,3,101.7,2.25
INV-48195100193,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,69711,3,38.97,2.25
INV-48191100156,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,88548,12,243.0,9.0
INV-48388800120,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,proximo,58838,6,78.66,10.5
INV-48176500035,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,34006,12,179.88,9.0
INV-48415000014,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,"MAST-JAGERMEISTER US, INC",65257,2,52.26,2.0
INV-48195100215,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,85526,4,31.52,3.0
INV-48176500109,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,11348,6,94.08,10.5
INV-48176500186,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,100413,3,232.2,0.15
INV-48415000086,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,58842,3,39.33,5.25
INV-48191100021,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,23981,48,316.32,48.0
INV-48484400035,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,29287,3,17.64,3.0
INV-48400100018,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,15667,3,101.16,2.25
INV-48169600010,2022-06-08,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WILLIAM GRANT & SONS INC,56786,6,81.0,2.25
INV-48415000063,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,28088,1,33.74,1.75
INV-48195100106,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,fifth generation inc,38177,12,237.12,12.0
INV-48176500178,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,31472,3,8.97,0.6
INV-48166800103,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,65426,12,253.8,9.0
INV-48195100107,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,fifth generation inc,38179,3,15.72,0.6
INV-48161000077,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,34014,,179.88,9.0
INV-48191100079,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,43352,24,297.36,18.0
INV-48369900142,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,68038,3,146.22,5.25
INV-48195100001,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,mhw ltd,3836,1,86.13,2.25
INV-48488000019,2022-06-20,HY-VEE #4 / WDM,50265,PROXIMO,58874,6,78.66,10.5
INV-48399900009,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,39250,1,6.9,0.05
INV-48415000104,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,36304,6,16.74,2.25
INV-48400100022,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,16396,5,93.75,3.75
INV-48477700057,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,19477,,405.0,12.0
INV-48191100036,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,25607,36,432.0,36.0
INV-48166800067,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,37665,6,109.98,10.5
INV-48389900005,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11299,4,30.0,0.8
INV-48414800001,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,43038,6,135.0,10.5
INV-48389700001,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,20366,12,207.0,9.0
INV-48166800082,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43038,6,135.0,10.5
INV-48369900063,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,mhw ltd,29900,2,45.0,1.5
INV-48191100182,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82637,60,708.6,60.0
INV-48191500019,2022-06-09,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,27605,12,247.56,9.0
INV-48195100022,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,17916,3,74.25,2.25
INV-48478000006,2022-06-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CAMPARI AMERICA,37988,6,135.0,10.5
INV-48388800003,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,10792,12,359.88,12.0
INV-48369900120,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,45277,,19.89,3.0
INV-48191100078,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,43338,6,162.0,10.5
INV-48195100045,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,27100,6,152.46,4.5
INV-48195100101,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,37938,6,64.02,10.5
INV-48488000077,2022-06-20,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,4636,,155.25,2.25
INV-48216600109,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,40327,3,38.25,2.25
INV-48400100147,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,52318,3,54.0,5.25
INV-48369900036,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,21206,3,38.25,2.25
INV-48414900026,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,89387,,141.0,12.0
INV-48216600003,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,86881,1,7.74,0.05
INV-48370000003,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,19006,6,247.32,4.5
INV-48161000113,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,52316,12,108.0,9.0
INV-48415000022,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,67526,5,97.45,3.75
INV-48376000002,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,55246,4,33.0,3.0
INV-48376000014,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,WILLIAM GRANT & SONS INC,45887,12,212.04,12.0
INV-48400100175,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,65487,6,134.94,4.5
INV-48388800134,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,67006,,206.88,9.0
INV-48367700090,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,43128,12,270.0,21.0
INV-48367700071,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,21595,12,73.8,9.0
INV-48369900150,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,cooper spirits international,74740,3,59.28,2.25
INV-48369900059,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,28867,12,279.0,12.0
INV-48414900030,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PHILLIPS BEVERAGE,37663,,113.4,9.0
INV-48488000026,2022-06-20,HY-VEE #4 / WDM,50265,BACARDI USA INC,43388,6,82.8,10.5
INV-48370000002,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,19009,6,166.44,4.5
INV-48400100162,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,64009,3,44.97,2.25
INV-48176500016,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,OLE SMOKY DISTILLERY LLC,80363,6,112.5,4.5
INV-48169600012,2022-06-08,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WILLIAM GRANT & SONS INC,57301,6,81.0,2.25
INV-48478100006,2022-06-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BROWN FORMAN CORP.,22207,6,357.84,10.5
INV-48281600043,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,28890,6,117.12,4.5
INV-48195100086,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,35628,3,45.0,5.25
INV-48376000030,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,36308,12,129.12,21.0
INV-48154500001,2022-06-08,HY-VEE #3 / BDI / DES MOINES,50320,moet hennessy usa,34155,30,674.7,22.5
INV-48414900016,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,65487,6,134.94,4.5
INV-48400100136,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,44516,2,21.0,1.5
INV-48400100071,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,laird & company,30036,2,10.38,1.5
INV-48191100113,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,75183,12,204.0,9.0
INV-48367700011,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,41299,12,81.0,9.0
INV-48166800025,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,campari america,22121,3,54.0,2.25
INV-48400100030,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,four roses distillery,18376,6,270.0,4.5
INV-48166900008,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,39922,12,153.0,9.0
INV-48161000086,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,PHILLIPS BEVERAGE,37348,6,68.4,10.5
INV-48400100077,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,31657,2,12.9,2.0
INV-48166800112,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,74086,3,76.5,2.25
INV-48367700046,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,100413,1,77.4,0.05
INV-48478100038,2022-06-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807a,PROXIMO,58860,6,78.66,10.5
INV-48161000119,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,64870,,64.8,4.8
INV-48176500147,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,80487,6,99.0,4.5
INV-48479400105,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,76478,,297.0,13.5
INV-48400100222,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,ole smoky distillery llc,87043,6,99.0,4.5
INV-48191100115,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,74086,12,306.0,9.0
INV-48477700053,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,15628,6,301.32,10.5
INV-48166800079,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,41705,3,33.75,3.0
INV-48161000123,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,PIEDMONT DISTILLERS INC,76077,4,102.96,0.2
INV-48195100011,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,15648,4,101.96,3.0
INV-48367700073,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,E & J GALLO WINERY,43636,6,121.5,4.5
INV-48166800001,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,5290,3,55.14,2.25
INV-48281600118,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,73986,3,27.0,2.25
INV-48388800047,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,34395,6,112.5,4.5
INV-48367700038,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,58801,6,99.0,10.5
INV-48191500020,2022-06-09,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,25608,12,233.28,21.0
INV-48389900037,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,68126,12,171.0,9.0
INV-48195100159,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,53216,3,28.86,2.25
INV-48195100157,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,52596,2,19.5,1.5
INV-48388800024,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,11776,72,565.2,54.0
INV-48191100010,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19227,6,234.0,6.0
INV-48484500009,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,34014,,179.88,9.0
INV-48195100187,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,68038,3,146.22,5.25
INV-48389900011,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,18860,1,45.0,0.75
INV-48191500013,2022-06-09,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11296,12,314.88,9.0
INV-48281600003,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,5326,3,96.72,2.25
INV-48191100200,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,89387,,7755.0,660.0
INV-48176500097,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,21597,12,88.92,12.0
INV-48388800104,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,43984,12,108.0,9.0
INV-48367700081,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,15648,12,305.88,9.0
INV-48414700011,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,16086,1,18.75,1.0
INV-48477700020,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,72722,3,27.0,2.25
INV-48369900162,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,ole smoky distillery llc,86843,6,99.0,4.5
INV-48169600027,2022-06-08,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WILLIAM GRANT & SONS INC,942636,12,180.6,9.0
INV-48160200049,2022-06-08,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,57279,6,58.5,10.5
INV-48369900102,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,42703,3,38.22,2.25
INV-48477700149,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,44658,6,90.0,10.5
INV-48369900004,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411a,william grant & sons inc,5006,,81.0,1.5
INV-48161000090,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241a,MISSISSIPPI RIVER DISTIL,37642,6,74.28,4.5
INV-48370000018,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,26826,48,1145.76,36.0
INV-48160200050,2022-06-08,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,89566,2,39.78,1.5
INV-48166800104,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,67557,3,37.77,3.0
INV-48176500124,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,26828,6,285.48,10.5
INV-48400100200,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,81207,2,12.84,2.0
INV-48195100073,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,34076,4,59.96,3.0
INV-48389900012,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CAMPARI AMERICA,22156,12,261.0,9.0
INV-48369900013,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,10807,12,314.88,9.0
INV-48388800199,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,46320,36,212.4,36.0
INV-48389900007,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,17086,12,314.88,9.0
INV-48400000004,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,5346,3,60.75,2.25
INV-48216600135,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,903486,12,172.32,21.0
INV-48484400006,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,5924,3,101.16,2.25
INV-48191100070,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,4084,6,251.82,4.5
INV-48369900057,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,mississippi river distil,27479,3,86.28,2.25
INV-48191100197,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,37258,840,4410.0,840.0
INV-48415100002,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,16039,1,23.01,0.75
INV-48195100116,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,40193,2,22.5,1.5
INV-48388800060,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,stoli group,34881,12,287.52,12.0
INV-48195100140,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,44442,4,49.2,3.0
INV-48161000064,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,10793,6,305.94,10.5
INV-48400100028,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,four roses distillery,18348,,157.5,4.5
INV-48195100196,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,73053,2,51.0,2.0
INV-48195100190,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,69618,2,25.98,1.5
INV-48400100215,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,86821,3,48.75,2.25
INV-48400100227,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,87849,2,79.5,1.5
INV-48388800025,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,23981,72,474.48,72.0
INV-48369900176,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,89837,,67.5,3.0
INV-48176500118,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,11788,24,376.32,42.0
INV-48166800039,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411a,diageo americas,29119,6,130.5,4.5
INV-48369900135,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,"mast-jagermeister us, inc",65254,,34.56,1.12
INV-48369900113,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,43615,,38.22,2.25
INV-48388800117,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,5446,12,531.0,9.0
INV-48415000018,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,64816,1,20.36,0.75
INV-48161000100,2022-06-08,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,88556,12,189.0,9.0
INV-48376000059,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,73526,12,121.56,9.0
INV-48369900050,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,26586,12,360.24,9.0
INV-48191100193,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,37991,72,807.12,3.6
INV-48216600040,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,4867,3,78.75,3.0
INV-48166800031,2022-06-08,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,27130,,438.62,9.75
INV-48191100104,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,69611,12,155.88,9.0
INV-48191100075,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,43027,12,135.0,12.0
INV-48195100025,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,19026,2,42.0,1.5
INV-48389800005,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,22207,18,1073.52,31.5
INV-48484400078,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,52146,,27.0,2.25
INV-48195100080,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,william grant & sons inc,34759,6,180.0,10.5
INV-48191100017,2022-06-09,HY-VEE #3 / BDI / DES MOINES,50320,campari america,22157,12,315.0,12.0
INV-48477700095,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,28087,,260.88,12.0
